Number,Name,Parent (SMC),Parent name (SMC),Section,Region,Area,Island,Topo Section,County,Classification,Map 1:50k,Map 1:25k,Metres,Feet,Grid ref,Grid ref 10,Drop,Col grid ref,Col height,Feature,Observations,Survey,Climbed,Country,County Top,Revision,Comments,Streetmap/MountainViews,Google Maps,Hill-bagging,Xcoord,Ycoord,Latitude,Longitude,GridrefXY,_Section,Parent (Ma),Parent name (Ma),MVNumber,Ma,Ma=,Hu,Hu=,Tu,Sim,5,M,MT,F,C,G,D,DT,Hew,N,Dew,DDew,HF,4,3,2,1,0,W,WO,B,E,HHB,Sy,Fel,CoH,CoH=,CoU,CoU=,CoA,CoA=,CoL,CoL=,SIB,sMa,sHu,sSim,s5,s4,Mur,CT,GT,BL,Bg,Y,Cm,T100,xMT,xC,xG,xN,xDT,Dil,VL,A,Ca,Bin,O,Un,canonical_id,source_dataset,source_version,source_url,source_file_name,source_file_size_bytes,source_sha256,source_csv_sha256,source_downloaded_at_utc,source_licence,source_attribution,country_normalized,latitude_normalized,longitude_normalized,elevation_m_normalized,prominence_m_normalized,summit_verification_status,gpt_review_status,gpt_flags,claude_review_status,claude_flags,discrepancy_status,import_status,qa_status,qa_flags
5266,Long Hill,,,32A,32A: Llandovery to Monmouth,,,WS04 Waunfach-black,Monmouthshire [Sir Fynwy],"Hu,2",161,014W,206.4,677,SO480122,SO 48013 12233,108.8,SO 4685 1384,97.6,ground in trees a few metres N of track,,,,W,,14-Oct-19,,"https://www.streetmap.co.uk/map?X=348011&Y=212228&SV=348011,212228&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=51.806264,-2.755437",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=5266,348011,212228,51.806264,-2.755437,SO4801112228,32.1,2272,Craig Syfyrddin - Edmund's Tump,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:5266,DoBIH,18.5,https://www.hill-bagging.co.uk/dobih-downloads/hillcsv.zip,DoBIH_v18_5.csv,13396947,0c39e13ac59dd3fa172ac21dd56dd0f6fef19a14af47c7a5a444cce691e9f021,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,2026-08-25T14:26:29+00:00,Creative Commons Attribution 4.0 International (CC BY 4.0) (https://creativecommons.org/licenses/by/4.0/),The Database of British and Irish Hills v18.5; https://www.hill-bagging.co.uk/dobih,Wales,51.806264,-2.755437,206.4,108.8,source_backed,pending,,pending,,pending,not_imported,warning,duplicate_name
5275,Mynydd Dinas,,,32C,32C: Neath to Chepstow,,,WS02 Fanfawr-fynyddau,Rhondda Cynon Taff,3,170,166W,312,1024,ST007906,ST 00721 90662,86,ST015901,226,outcrop,,,,W,,08-Nov-20,Deleted from Humps in Feb 2010,"https://www.streetmap.co.uk/map?X=300719&Y=190657&SV=300719,190657&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=51.605968,-3.435032",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=5275,300719,190657,51.605968,-3.435032,ST0071990657,32.3,2295,Mynydd y Glyn,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:5275,DoBIH,18.5,https://www.hill-bagging.co.uk/dobih-downloads/hillcsv.zip,DoBIH_v18_5.csv,13396947,0c39e13ac59dd3fa172ac21dd56dd0f6fef19a14af47c7a5a444cce691e9f021,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,2026-08-25T14:26:29+00:00,Creative Commons Attribution 4.0 International (CC BY 4.0) (https://creativecommons.org/licenses/by/4.0/),The Database of British and Irish Hills v18.5; https://www.hill-bagging.co.uk/dobih,Wales,51.605968,-3.435032,312,86,source_backed,pending,,pending,,pending,not_imported,warning,duplicate_name
5276,Beacon Hill,,,32C,32C: Neath to Chepstow,,,WS04 Waunfach-black,Monmouthshire [Sir Fynwy],"Hu,3",162,014W,306,1004,SO512053,SO 51219 05381,104,SO 4776 0319,202.3,trig point,,,,W,,09-Feb-20,,"https://www.streetmap.co.uk/map?X=351217&Y=205376&SV=351217,205376&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=51.744950,-2.707976",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=5276,351217,205376,51.74495,-2.707976,SO5121705376,32.3,2298,Wentwood,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:5276,DoBIH,18.5,https://www.hill-bagging.co.uk/dobih-downloads/hillcsv.zip,DoBIH_v18_5.csv,13396947,0c39e13ac59dd3fa172ac21dd56dd0f6fef19a14af47c7a5a444cce691e9f021,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,2026-08-25T14:26:29+00:00,Creative Commons Attribution 4.0 International (CC BY 4.0) (https://creativecommons.org/licenses/by/4.0/),The Database of British and Irish Hills v18.5; https://www.hill-bagging.co.uk/dobih,Wales,51.74495,-2.707976,306,104,source_backed,pending,,pending,,pending,not_imported,warning,duplicate_name
5606,Pen y Garn Fawr [North Daren],,,32A,32A: Llandovery to Monmouth,Black Mountains,,WS04 Waunfach-black,"Herefordshire, Monmouthshire [Sir Fynwy]",O,161,013N,610,2001,SO281307,SO 28109 30776,0,SO281307,610,trig point,,,,W,,15-Dec-18,On Bridge list,"https://www.streetmap.co.uk/map?X=328107&Y=230771&SV=328107,230771&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=51.970749,-3.047949",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=5606,328107,230771,51.970749,-3.047949,SO2810730771,32.1,2242,Black Mountain,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,dobih:5606,DoBIH,18.5,https://www.hill-bagging.co.uk/dobih-downloads/hillcsv.zip,DoBIH_v18_5.csv,13396947,0c39e13ac59dd3fa172ac21dd56dd0f6fef19a14af47c7a5a444cce691e9f021,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,2026-08-25T14:26:29+00:00,Creative Commons Attribution 4.0 International (CC BY 4.0) (https://creativecommons.org/licenses/by/4.0/),The Database of British and Irish Hills v18.5; https://www.hill-bagging.co.uk/dobih,Wales,51.970749,-3.047949,610,0,source_backed,pending,,pending,,pending,not_imported,warning,england_wales_border_source_signal
7499,Mynydd Mawr,,,30A,30A: Anglesey and the Lleyn Peninsula,,,WN01 Hebog-anelog,Gwynedd,"1,sHu",123,253,160,525,SH140258,SH 14026 25875,96,SH149262,64,rock outcrop,embedded rock 55m W at SH 13970 25876 is about as high,Trimble GeoXH 6000,,W,,07-May-12,Height measured as 160.0m,"https://www.streetmap.co.uk/map?X=214022&Y=325871&SV=214022,325871&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=52.798275,-4.76004",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=7499,214022,325871,52.798275,-4.76004,SH1402225871,30.1,1960,Mynydd Anelog,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:7499,DoBIH,18.5,https://www.hill-bagging.co.uk/dobih-downloads/hillcsv.zip,DoBIH_v18_5.csv,13396947,0c39e13ac59dd3fa172ac21dd56dd0f6fef19a14af47c7a5a444cce691e9f021,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,2026-08-25T14:26:29+00:00,Creative Commons Attribution 4.0 International (CC BY 4.0) (https://creativecommons.org/licenses/by/4.0/),The Database of British and Irish Hills v18.5; https://www.hill-bagging.co.uk/dobih,Wales,52.798275,-4.76004,160,96,source_backed,pending,,pending,,pending,not_imported,warning,duplicate_name
7513,Foel,,,30A,30A: Anglesey and the Lleyn Peninsula,,,WN01 Hebog-anelog,Gwynedd,"Hu,2",115 123,254,221.3,726,SH450506,SH 45025 50677,101.2,SH 45823 50106,120.1,cairn,,Leica NA730/Leica GS15/Trimble GeoXH 6000,,W,,07-Apr-14,Promoted to Hump Feb 2014,"https://www.streetmap.co.uk/map?X=245022&Y=350674&SV=245022,350674&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=53.030854,-4.312510",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=7513,245022,350674,53.030854,-4.31251,SH4502250674,30.1,1999,Craig Cwm Silyn,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:7513,DoBIH,18.5,https://www.hill-bagging.co.uk/dobih-downloads/hillcsv.zip,DoBIH_v18_5.csv,13396947,0c39e13ac59dd3fa172ac21dd56dd0f6fef19a14af47c7a5a444cce691e9f021,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,2026-08-25T14:26:29+00:00,Creative Commons Attribution 4.0 International (CC BY 4.0) (https://creativecommons.org/licenses/by/4.0/),The Database of British and Irish Hills v18.5; https://www.hill-bagging.co.uk/dobih,Wales,53.030854,-4.31251,221.3,101.2,source_backed,pending,,pending,,pending,not_imported,warning,duplicate_name
7523,Pen Coed Mawr,,,30C,30C: Llandudno to Wrexham,,,WN07 Gamelin-famau,Denbighshire [Sir Ddinbych],"3,sHu",125,255 256,313.5,1029,SJ091444,SJ 09129 44419,91,SJ097455,223,low mound,rock on E summit 300m away at SJ 09434 44365 is 0.46m lower,Leica NA730/Leica GS15,,W,,23-Nov-22,,"https://www.streetmap.co.uk/map?X=309127&Y=344416&SV=309127,344416&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=52.989354,-3.3552",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=7523,309127,344416,52.989354,-3.3552,SJ0912744416,30.3,2040,Cyrn-y-Brain,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:7523,DoBIH,18.5,https://www.hill-bagging.co.uk/dobih-downloads/hillcsv.zip,DoBIH_v18_5.csv,13396947,0c39e13ac59dd3fa172ac21dd56dd0f6fef19a14af47c7a5a444cce691e9f021,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,2026-08-25T14:26:29+00:00,Creative Commons Attribution 4.0 International (CC BY 4.0) (https://creativecommons.org/licenses/by/4.0/),The Database of British and Irish Hills v18.5; https://www.hill-bagging.co.uk/dobih,Wales,52.989354,-3.3552,313.5,91,source_backed,pending,,pending,,pending,not_imported,warning,duplicate_name
7531,Bryn Bras,,,30D,30D: Barmouth to Betws-y-Coed and Bala,The Arenigs,,WN05 Siabod-arenig,Gwynedd,s5,125,018E,536,1759,SH966419,SH 96605 41944,22,SH964421,514,no feature: ground on large grassy mound,,obvious summit,,W,,27-Nov-11,,"https://www.streetmap.co.uk/map?X=296602&Y=341941&SV=296602,341941&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=52.964841,-3.540914",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=7531,296602,341941,52.964841,-3.540914,SH9660241941,30.4,2079,Foel Goch,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:7531,DoBIH,18.5,https://www.hill-bagging.co.uk/dobih-downloads/hillcsv.zip,DoBIH_v18_5.csv,13396947,0c39e13ac59dd3fa172ac21dd56dd0f6fef19a14af47c7a5a444cce691e9f021,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,2026-08-25T14:26:29+00:00,Creative Commons Attribution 4.0 International (CC BY 4.0) (https://creativecommons.org/licenses/by/4.0/),The Database of British and Irish Hills v18.5; https://www.hill-bagging.co.uk/dobih,Wales,52.964841,-3.540914,536,22,source_backed,pending,,pending,,pending,not_imported,warning,duplicate_name
7550,Y Drum,,,30E,30E: Bala to Welshpool,The Berwyns,,WN08 Berwyn-gyrn,Denbighshire [Sir Ddinbych],"5,Dew",125,255,579.1,1900,SJ082378,SJ 08249 37897,30,SJ 0798 3826,549.1,grassy outcrop,,obvious summit//Leica RX1250,,W,,11-Dec-25,,"https://www.streetmap.co.uk/map?X=308247&Y=337894&SV=308247,337894&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=52.930592,-3.366456",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=7550,308247,337894,52.930592,-3.366456,SJ0824737894,30.5,2087,Cadair Berwyn,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:7550,DoBIH,18.5,https://www.hill-bagging.co.uk/dobih-downloads/hillcsv.zip,DoBIH_v18_5.csv,13396947,0c39e13ac59dd3fa172ac21dd56dd0f6fef19a14af47c7a5a444cce691e9f021,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,2026-08-25T14:26:29+00:00,Creative Commons Attribution 4.0 International (CC BY 4.0) (https://creativecommons.org/licenses/by/4.0/),The Database of British and Irish Hills v18.5; https://www.hill-bagging.co.uk/dobih,Wales,52.930592,-3.366456,579.1,30,source_backed,pending,,pending,,pending,not_imported,warning,duplicate_name
7551,Foel Ddu,,,30E,30E: Bala to Welshpool,The Arans,,WN10 Aran-idris,Gwynedd,s5,124 125,023E,558,1831,SH840228,SH 84028 22900,21,SH841226,537,no feature,,,,W,,27-Nov-11,,"https://www.streetmap.co.uk/map?X=284025&Y=322896&SV=284025,322896&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=52.791148,-3.721296",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=7551,284025,322896,52.791148,-3.721296,SH8402522896,30.5,2083,Aran Fawddwy,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:7551,DoBIH,18.5,https://www.hill-bagging.co.uk/dobih-downloads/hillcsv.zip,DoBIH_v18_5.csv,13396947,0c39e13ac59dd3fa172ac21dd56dd0f6fef19a14af47c7a5a444cce691e9f021,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,2026-08-25T14:26:29+00:00,Creative Commons Attribution 4.0 International (CC BY 4.0) (https://creativecommons.org/licenses/by/4.0/),The Database of British and Irish Hills v18.5; https://www.hill-bagging.co.uk/dobih,Wales,52.791148,-3.721296,558,21,source_backed,pending,,pending,,pending,not_imported,warning,duplicate_name
7557,Bryn Mawr,,,30E,30E: Bala to Welshpool,The Arans,,WN10 Aran-idris,Powys,s5,125,023E 239,534,1752,SH951219,SH 95116 21928,22,SH941219,512,no feature,flat summit area,,,W,,23-Oct-23,,"https://www.streetmap.co.uk/map?X=295113&Y=321924&SV=295113,321924&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=52.784684,-3.556621",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=7557,295113,321924,52.784684,-3.556621,SH9511321924,30.5,2104,Esgeiriau Gwynion [Foel Rhudd],,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:7557,DoBIH,18.5,https://www.hill-bagging.co.uk/dobih-downloads/hillcsv.zip,DoBIH_v18_5.csv,13396947,0c39e13ac59dd3fa172ac21dd56dd0f6fef19a14af47c7a5a444cce691e9f021,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,2026-08-25T14:26:29+00:00,Creative Commons Attribution 4.0 International (CC BY 4.0) (https://creativecommons.org/licenses/by/4.0/),The Database of British and Irish Hills v18.5; https://www.hill-bagging.co.uk/dobih,Wales,52.784684,-3.556621,534,22,source_backed,pending,,pending,,pending,not_imported,warning,duplicate_name
7558,Y Foel,,,30E,30E: Bala to Welshpool,The Berwyns,,WN08 Berwyn-gyrn,Wrexham,s5,125,255,522,1713,SJ187391,SJ 18794 39104,24,SJ182394,498,ground within 3m of trig point,cairn on remains of Biddulph Tower 20m E at SJ 18816 39105 is 2-3m higher but this is man-made ground,,,W,,23-Oct-23,,"https://www.streetmap.co.uk/map?X=318792&Y=339100&SV=318792,339100&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=52.94314,-3.209919",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=7558,318792,339100,52.94314,-3.209919,SJ1879239100,30.5,2087,Cadair Berwyn,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:7558,DoBIH,18.5,https://www.hill-bagging.co.uk/dobih-downloads/hillcsv.zip,DoBIH_v18_5.csv,13396947,0c39e13ac59dd3fa172ac21dd56dd0f6fef19a14af47c7a5a444cce691e9f021,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,2026-08-25T14:26:29+00:00,Creative Commons Attribution 4.0 International (CC BY 4.0) (https://creativecommons.org/licenses/by/4.0/),The Database of British and Irish Hills v18.5; https://www.hill-bagging.co.uk/dobih,Wales,52.94314,-3.209919,522,24,source_backed,pending,,pending,,pending,not_imported,warning,duplicate_name
7562,Foel y Geifr,,,30E,30E: Bala to Welshpool,The Berwyns,,WN10 Aran-idris,Gwynedd,s5,125,023E,504,1654,SH966304,SH 96650 30446,25,SH968301,479,no feature,summit area covered by fallen trees,,,W,,15-Aug-12,,"https://www.streetmap.co.uk/map?X=296648&Y=330442&SV=296648,330442&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=52.861526,-3.536582",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=7562,296648,330442,52.861526,-3.536582,SH9664830442,30.5,19413,Foel Cedig,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:7562,DoBIH,18.5,https://www.hill-bagging.co.uk/dobih-downloads/hillcsv.zip,DoBIH_v18_5.csv,13396947,0c39e13ac59dd3fa172ac21dd56dd0f6fef19a14af47c7a5a444cce691e9f021,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,2026-08-25T14:26:29+00:00,Creative Commons Attribution 4.0 International (CC BY 4.0) (https://creativecommons.org/licenses/by/4.0/),The Database of British and Irish Hills v18.5; https://www.hill-bagging.co.uk/dobih,Wales,52.861526,-3.536582,504,25,source_backed,pending,,pending,,pending,not_imported,warning,duplicate_name
7563,Trawsnant,,,30E,30E: Bala to Welshpool,The Berwyns,,WN10 Aran-idris,Powys,s5,125,239,504,1654,SJ013244,SJ 01303 24489,26,SJ007241,478,no feature: ground on N side of fence,level summit area,,,W,,01-Apr-20,,"https://www.streetmap.co.uk/map?X=301301&Y=324485&SV=301301,324485&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=52.808867,-3.46569",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=7563,301301,324485,52.808867,-3.46569,SJ0130124485,30.5,19413,Foel Cedig,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:7563,DoBIH,18.5,https://www.hill-bagging.co.uk/dobih-downloads/hillcsv.zip,DoBIH_v18_5.csv,13396947,0c39e13ac59dd3fa172ac21dd56dd0f6fef19a14af47c7a5a444cce691e9f021,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,2026-08-25T14:26:29+00:00,Creative Commons Attribution 4.0 International (CC BY 4.0) (https://creativecommons.org/licenses/by/4.0/),The Database of British and Irish Hills v18.5; https://www.hill-bagging.co.uk/dobih,Wales,52.808867,-3.46569,504,26,source_backed,pending,,pending,,pending,not_imported,warning,duplicate_name
7571,Bryngwyn,,,30E,30E: Bala to Welshpool,The Berwyns,,WN10 Aran-idris,Powys,"2,sHu",125,239,250.5,822,SJ186180,SJ 18653 18085,95.9,SJ 1779 1748,154.5,"no feature, woodland",summit at SJ 18324 17778 is 1.7m lower,,,W,,09-Feb-20,,"https://www.streetmap.co.uk/map?X=318651&Y=318081&SV=318651,318081&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=52.754209,-3.206766",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=7571,318651,318081,52.754209,-3.206766,SJ1865118081,30.5,2131,Rhialgwm,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:7571,DoBIH,18.5,https://www.hill-bagging.co.uk/dobih-downloads/hillcsv.zip,DoBIH_v18_5.csv,13396947,0c39e13ac59dd3fa172ac21dd56dd0f6fef19a14af47c7a5a444cce691e9f021,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,2026-08-25T14:26:29+00:00,Creative Commons Attribution 4.0 International (CC BY 4.0) (https://creativecommons.org/licenses/by/4.0/),The Database of British and Irish Hills v18.5; https://www.hill-bagging.co.uk/dobih,Wales,52.754209,-3.206766,250.5,95.9,source_backed,pending,,pending,,pending,not_imported,warning,duplicate_name
7580,Foel Uchaf,,,31A,31A: Aberystwyth to Welshpool,Central Wales - Pumlumon,,WM02 Pumlumon-amlwg,Powys,s5,135,023W 215W,522,1713,SN768925,SN 76848 92523,22.9,SN 7680 9222,499.1,no feature,,Abney level/KR 2x Hand Level/Trimble GeoXH 6000,,W,,19-Oct-14,,"https://www.streetmap.co.uk/map?X=276845&Y=292519&SV=276845,292519&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=52.516608,-3.816366",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=7580,276845,292519,52.516608,-3.816366,SN7684592519,31.1,2166,Banc Llechwedd-mawr,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:7580,DoBIH,18.5,https://www.hill-bagging.co.uk/dobih-downloads/hillcsv.zip,DoBIH_v18_5.csv,13396947,0c39e13ac59dd3fa172ac21dd56dd0f6fef19a14af47c7a5a444cce691e9f021,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,2026-08-25T14:26:29+00:00,Creative Commons Attribution 4.0 International (CC BY 4.0) (https://creativecommons.org/licenses/by/4.0/),The Database of British and Irish Hills v18.5; https://www.hill-bagging.co.uk/dobih,Wales,52.516608,-3.816366,522,22.9,source_backed,pending,,pending,,pending,not_imported,warning,duplicate_name
7585,Esgair Fraith,,,31A,31A: Aberystwyth to Welshpool,Central Wales - Pumlumon,,WM02 Pumlumon-amlwg,Cardiganshire [Ceredigion],s4,135,023W,499,1637,SN738918,SN 73896 91822,22,SN737919,477,no feature: grass,,,,W,,02-Feb-13,,"https://www.streetmap.co.uk/map?X=273893&Y=291818&SV=273893,291818&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=52.509634,-3.85958",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=7585,273893,291818,52.509634,-3.85958,SN7389391818,31.1,2166,Banc Llechwedd-mawr,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:7585,DoBIH,18.5,https://www.hill-bagging.co.uk/dobih-downloads/hillcsv.zip,DoBIH_v18_5.csv,13396947,0c39e13ac59dd3fa172ac21dd56dd0f6fef19a14af47c7a5a444cce691e9f021,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,2026-08-25T14:26:29+00:00,Creative Commons Attribution 4.0 International (CC BY 4.0) (https://creativecommons.org/licenses/by/4.0/),The Database of British and Irish Hills v18.5; https://www.hill-bagging.co.uk/dobih,Wales,52.509634,-3.85958,499,22,source_backed,pending,,pending,,pending,not_imported,warning,duplicate_name
7593,Bryn Mawr,,,31A,31A: Aberystwyth to Welshpool,Central Wales - Pumlumon,,WM02 Pumlumon-amlwg,Powys,"3,sHu",135,023W 215W,367,1204,SN763964,SN 76395 96489,92,SN766955,275,grassy outcrop,ground 13m N may be as high,,,W,,04-Sep-16,,"https://www.streetmap.co.uk/map?X=276392&Y=296485&SV=276392,296485&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=52.552142,-3.824516",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=7593,276392,296485,52.552142,-3.824516,SN7639296485,31.1,2166,Banc Llechwedd-mawr,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:7593,DoBIH,18.5,https://www.hill-bagging.co.uk/dobih-downloads/hillcsv.zip,DoBIH_v18_5.csv,13396947,0c39e13ac59dd3fa172ac21dd56dd0f6fef19a14af47c7a5a444cce691e9f021,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,2026-08-25T14:26:29+00:00,Creative Commons Attribution 4.0 International (CC BY 4.0) (https://creativecommons.org/licenses/by/4.0/),The Database of British and Irish Hills v18.5; https://www.hill-bagging.co.uk/dobih,Wales,52.552142,-3.824516,367,92,source_backed,pending,,pending,,pending,not_imported,warning,duplicate_name
